female,scenario,givenage,model,year,hr_gender_at,hr_gender_true_at,id,CIF1_diff_at,CIF2_diff_at,CIF1_ratio_at,CIF2_ratio_at,CIF1_diff_true_at,CIF2_diff_true_at,CIF1_ratio_true_at,CIF2_ratio_true_at,independence,prop_sex_other,base_function,model_lab,obs,convergence_t1t1,convergence_t1t2,sdage,bias_CIF1_at,bias_CIF2_at,CIF1_true_at,CIF2_true_at,MCer_CIF1_at,MCer_CIF2_at,rel_bias_CIF1_at,rel_bias_CIF2_at,Rel_prec_CIF1_at,Rel_prec_CIF2_at,Coverage_CIF1_at,Coverage_CIF2_at,bias_hr_gender_at,simulation
0,1,60,0,1,.70529085,.69999999,1,.000062897547,-.0030059833,1.0029719,.70649928,.00019533932,-.0031056195,1.001317,.70118088,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.002003009,-.00020568592,.14831464,.010392975,.0004372579,.000058885606,1.3505133,1.979086,,,.95300001,.926,.005290878,nick
0,1,60,0,2,.70529085,.69999999,1,.00031441622,-.0058044954,1.0037831,.70771247,.00048948824,-.0059230179,1.002371,.70236665,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0027456642,-.00015063469,.20645198,.019900385,.00056365674,.00010987396,1.3299288,.75694358,,,.94800001,.92799997,.005290878,nick
0,1,60,0,3,.70529085,.69999999,1,.00059197401,-.0085318796,1.0045229,.70896769,.00077699125,-.0086128153,1.0032459,.7035796,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0035319945,.000094110896,.23937532,.029056082,.00062423589,.00015582907,1.4755049,.32389396,,,.94800001,.92900002,.005290878,nick
0,1,60,0,4,.70529085,.69999999,1,.00083297759,-.011248522,1.0051507,.71027714,.0010361671,-.011243822,1.0039842,.70483267,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.002877359,.00050697895,.26006791,.038093045,.00066035136,.00019786149,1.1063876,1.3308964,,,.94999999,.92799997,.005290878,nick
0,1,60,0,5,.70529085,.69999999,1,.0010367861,-.013987482,1.0056877,.71165532,.0012651086,-.013856828,1.0046177,.70613652,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0020248499,.0010682269,.27396965,.047153961,.00068338821,.00023646506,.73907822,2.2654023,,,.94800001,.92799997,.005290878,nick
0,1,60,0,6,.70529085,.69999999,1,.0012265649,-.016765261,1.0061989,.71311069,.0014679432,-.016480114,1.0051721,.70750105,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0014903116,.001742741,.28381538,.056342475,.00069933984,.00027181185,.52509898,3.0931211,,,.94800001,.92000002,.005290878,nick
0,1,60,0,7,.70529085,.69999999,1,.0014049658,-.019590423,1.0066842,.71464717,.0016501248,-.019135632,1.0056683,.70893687,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0013023791,.0024878809,.29111746,.065743916,.00071156252,.0003039281,.44737238,3.7841995,,,.95300001,.91900003,.005290878,nick
0,1,60,0,8,.70529085,.69999999,1,.0015747178,-.022467174,1.0071473,.71626943,.0018169582,-.02184188,1.0061226,.71045548,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0014281899,.0032562371,.29676405,.075435311,.00072196295,.0003327895,.48125437,4.3165956,,,.94999999,.92000002,.005290878,nick
0,1,60,0,9,.70529085,.69999999,1,.0017445632,-.025396576,1.0076113,.71798372,.001973182,-.024615359,1.0065489,.71206993,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.001813306,.0039945939,.30129918,.085490748,.00073140929,.00035838271,.60182905,4.672545,,,.95300001,.91500002,.005290878,nick
0,1,60,0,10,.70529085,.69999999,1,.0019181519,-.028377272,1.0080854,.71979475,.0021227002,-.027471207,1.0069581,.71379483,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0023710567,.0046428111,.30506679,.09598431,.00074017892,.00038074402,.77722543,4.8370523,,,.95200002,.91600001,.005290878,nick
0,1,60,1,1,.71064597,.69999999,5,-1.1717120e-06,-.0019897674,1.0025395,.71147078,.00019533932,-.0031056195,1.001317,.70118088,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.002213737,-.003516343,.14831464,.010392975,.00043776864,.000040921208,1.4925951,33.833843,.11680591,-30.507286,.95300001,.29800001,.010645991,nick
0,1,60,1,2,.71064597,.69999999,5,.00015484312,-.0039155516,1.0030087,.71232802,.00048948824,-.0059230179,1.002371,.70236665,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0032698885,-.0063362727,.20645198,.019900385,.00056477264,.000068966277,1.5838493,31.839951,.19797707,-37.231464,.94700003,.214,.010645991,nick
0,1,60,1,3,.71064597,.69999999,5,.0003398066,-.0058270553,1.0034666,.71321487,.00077699125,-.0086128153,1.0032459,.7035796,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0043601324,-.0088133737,.23937532,.029056082,.00062579114,.000096363961,1.8214628,30.332285,.24915071,-38.160465,.949,.20100001,.010645991,nick
0,1,60,1,4,.71064597,.69999999,5,.00050386437,-.0078154048,1.0038756,.7141546,.0010361671,-.011243822,1.0039842,.70483267,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0039617382,-.010854488,.26006791,.038093045,.00066231919,.00012267078,1.5233475,28.494673,.29799336,-38.001686,.949,.23800001,.010645991,nick
0,1,60,1,5,.71064597,.69999999,5,.00064393022,-.009923608,1.0042351,.71520537,.0012651086,-.013856828,1.0046177,.70613652,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0033219908,-.012437833,.27396965,.047153961,.00068561087,.0001486166,1.2125397,26.377068,.3252432,-37.150711,.949,.273,.010645991,nick
0,1,60,1,6,.71064597,.69999999,5,.0007790238,-.012145959,1.0045961,.71631896,.0014679432,-.016480114,1.0051721,.70750105,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0029691034,-.013683152,.28381538,.056342475,.00070177543,.00017498127,1.046139,24.285679,.34826946,-35.624119,.94599998,.31999999,.010645991,nick
0,1,60,1,7,.71064597,.69999999,5,.00090946152,-.014503769,1.0049516,.71758825,.0016501248,-.019135632,1.0056683,.70893687,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0029425269,-.014575546,.29111746,.065743916,.00071425043,.0002018269,1.0107697,22.170181,.37774527,-33.593864,.94700003,.38,.010645991,nick
0,1,60,1,8,.71064597,.69999999,5,.0010354797,-.017038323,1.0052965,.71904618,.0018169582,-.02184188,1.0061226,.71045548,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0032155255,-.01501679,.29676405,.075435311,.00072489539,.00023039972,1.0835294,19.906845,.40617478,-30.767126,.94800001,.45899999,.010645991,nick
0,1,60,1,9,.71064597,.69999999,5,.0011653153,-.019764882,1.0056531,.72061467,.001973182,-.024615359,1.0065489,.71206993,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0037353137,-.015015375,.30129918,.085490748,.00073458458,.00025959124,1.2397357,17.563742,.43413377,-27.565908,.94599998,.54699999,.010645991,nick
0,1,60,1,10,.71064597,.69999999,5,.0013023432,-.022631498,1.0060304,.72229528,.0021227002,-.027471207,1.0069581,.71379483,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0044171354,-.014803464,.30506679,.09598431,.00074360613,.00029202513,1.447924,15.422795,.4630208,-23.301451,.94599998,.62699997,.010645991,nick
0,1,60,2,1,.70497823,.69999999,9,.000021117265,-.0023347491,1.0026881,.7059266,.00019533932,-.0031056195,1.001317,.70118088,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0021533724,-.0025042407,.14831464,.010392975,.00043747286,.000056044246,1.4518948,24.095514,.04916285,-4.8252239,.95300001,.67900002,.0049782209,nick
0,1,60,2,2,.70497823,.69999999,9,.0002095448,-.004606084,1.0032721,.70691431,.00048948824,-.0059230179,1.002371,.70236665,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0031066039,-.0042952476,.20645198,.019900385,.00056402228,.000098968674,1.5047585,21.58374,.064851761,-9.925272,.94700003,.699,.0049782209,nick
0,1,60,2,3,.70497823,.69999999,9,.00043119024,-.0068674358,1.0038477,.70796663,.00077699125,-.0086128153,1.0032459,.7035796,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0040916651,-.0057130288,.23937532,.029056082,.00062467443,.0001412729,1.7093096,19.662077,.070260569,-9.3411036,.94999999,.74400002,.0049782209,nick
0,1,60,2,4,.70497823,.69999999,9,.00062577229,-.0092288647,1.0043473,.7090863,.0010361671,-.011243822,1.0039842,.70483267,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0035998926,-.0066025979,.26006791,.038093045,.00066091091,.00018373599,1.3842125,17.332817,.084739402,-7.1390858,.94800001,.78299999,.0049782209,nick
0,1,60,2,5,.70497823,.69999999,9,.00079411978,-.011743428,1.0047894,.71030402,.0012651086,-.013856828,1.0046177,.70613652,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0028771842,-.0069116699,.27396965,.047153961,.00068393495,.00022755279,1.0501835,14.657665,.079999641,-3.7689557,.95099998,.824,.0049782209,nick
0,1,60,2,6,.70497823,.69999999,9,.00095595524,-.014398488,1.0052272,.71163934,.0014679432,-.016480114,1.0051721,.70750105,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.002444525,-.0067690969,.28381538,.056342475,.00069981115,.00027308005,.86130816,12.014199,.06739635,.46656883,.949,.86400002,.0049782209,nick
0,1,60,2,7,.70497823,.69999999,9,.0011108689,-.017219003,1.005654,.71310431,.0016501248,-.019135632,1.0056683,.70893687,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0023390315,-.0061553232,.29111746,.065743916,.00071210071,.0003204995,.80346662,9.3625746,.075631388,5.4524007,.94700003,.89499998,.0049782209,nick
0,1,60,2,8,.70497823,.69999999,9,.0012607471,-.020246338,1.0060685,.71483594,.0018169582,-.02184188,1.0061226,.71045548,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0025336419,-.0049461117,.29676405,.075435311,.00072257873,.00037110812,.85375637,6.5567594,.085285679,11.51438,.94999999,.90399998,.0049782209,nick
0,1,60,2,9,.70497823,.69999999,9,.0014159031,-.023491582,1.0064989,.71676981,.001973182,-.024615359,1.0065489,.71206993,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0029725591,-.0031436174,.30129918,.085490748,.00073203666,.00042395046,.98658055,3.6771433,.08577998,18.29546,.95099998,.921,.0049782209,nick
0,1,60,2,10,.70497823,.69999999,9,.0015804407,-.02689413,1.0069571,.71882278,.0021227002,-.027471207,1.0069581,.71379483,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0035668775,-.0010129759,.30506679,.09598431,.00074080337,.00048061844,1.169212,1.0553558,.084361032,26.231388,.94700003,.92699999,.0049782209,nick
0,1,60,3,1,.70373267,.69999999,13,-.000035736077,-.0030761762,1.0022864,.7050252,.00019533932,-.0031056195,1.001317,.70118088,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0020486936,-.000020649535,.14831464,.010392975,.00048328459,.00016140248,1.3813158,.19868743,1.0574708,150.61334,.95334929,.93181819,.0037326871,nick
0,1,60,3,2,.70373267,.69999999,13,.00019103823,-.0058833058,1.0031533,.70629287,.00048948824,-.0059230179,1.002371,.70236665,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0026271213,.000014033756,.20645198,.019900385,.00061897154,.00022229178,1.2725096,.070520021,.40587273,84.982979,.94856459,.95215309,.0037326871,nick
0,1,60,3,3,.70373267,.69999999,13,.00044873927,-.0084277987,1.0039058,.70744663,.00077699125,-.0086128153,1.0032459,.7035796,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0034120108,-.00044973378,.23937532,.029056082,.000681523,.00026302357,1.4253812,1.5478128,-.17600292,54.329639,.94976079,.95574164,.0037326871,nick
0,1,60,3,4,.70373267,.69999999,13,.00067294372,-.01102247,1.0045298,.70856065,.0010361671,-.011243822,1.0039842,.70483267,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0027799269,-.00057583593,.26006791,.038093045,.00071902701,.00030446984,1.0689235,1.5116564,-.44266403,40.697433,.95574164,.94377989,.0037326871,nick
0,1,60,3,5,.70373267,.69999999,13,.00086672232,-.013585152,1.0050654,.70986569,.0012651086,-.013856828,1.0046177,.70613652,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.001932673,-.00072684721,.27396965,.047153961,.00074265664,.0003483831,.70543325,1.541434,-.63722473,34.707958,.95454544,.94258374,.0037326871,nick
0,1,60,3,6,.70373267,.69999999,13,.0010404657,-.016128901,1.0055476,.71106452,.0014679432,-.016480114,1.0051721,.70750105,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0014308436,-.00099171756,.28381538,.056342475,.00075927458,.00038983411,.50414592,1.7601597,-.73097754,31.133785,.95574164,.94258374,.0037326871,nick
0,1,60,3,7,.70373267,.69999999,13,.0012001004,-.018708115,1.0059901,.71233213,.0016501248,-.019135632,1.0056683,.70893687,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0013170213,-.0012414658,.29111746,.065743916,.000772278,.00042138243,.45240203,1.8883357,-.76526135,26.767721,.95693779,.94019139,.0037326871,nick
0,1,60,3,8,.70373267,.69999999,13,.0013575736,-.021340838,1.0064282,.71391934,.0018169582,-.02184188,1.0061226,.71045548,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0015129594,-.0014122759,.29676405,.075435311,.00078331493,.00044731921,.50981897,1.8721682,-.79704088,22.899776,.95574164,.93540668,.0037326871,nick
0,1,60,3,9,.70373267,.69999999,13,.0015158233,-.024122922,1.0068685,.71556854,.001973182,-.024615359,1.0065489,.71206993,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0019391115,-.0012891807,.30129918,.085490748,.00079330779,.00047855062,.64358342,1.5079769,-.82907051,22.091095,.95574164,.93301433,.0037326871,nick
0,1,60,3,10,.70373267,.69999999,13,.0016776012,-.027006054,1.0073173,.71733338,.0021227002,-.027471207,1.0069581,.71379483,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0025286102,-.0010768784,.30506679,.09598431,.00080259657,.00052487978,.82887101,1.1219317,-.85661972,26.046236,.95334929,.93301433,.0037326871,nick
0,1,70,0,1,.70529085,.69999999,2,.000066436995,-.0052220253,1.0039886,.70740825,.00030346215,-.0050074514,1.0021102,.70191145,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0022463535,.0009118907,.14380077,.016798537,.00042808676,.000052001422,1.562129,5.4283934,,,.949,.94099998,.005290878,nick
0,1,70,0,2,.70529085,.69999999,2,.00049103459,-.010052323,1.0056281,.70953256,.00076945126,-.0097367857,1.0038489,.70393008,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0030071915,.0014522753,.19991486,.032886781,.00055214338,.00010091103,1.5042361,4.4159851,,,.94099998,.94400001,.005290878,nick
0,1,70,0,3,.70529085,.69999999,2,.00095764612,-.014715604,1.0070516,.71173251,.0012341291,-.014423884,1.0053319,.70610297,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0037639798,.0015728334,.23146287,.049078017,.00060982909,.00015034369,1.62617,3.2047615,,,.93699998,.94800001,.005290878,nick
0,1,70,0,4,.70529085,.69999999,2,.001362876,-.019312942,1.0082194,.71404606,.0016611218,-.019169111,1.0066152,.7084651,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0031496384,.0012616954,.25110692,.065752372,.00064324378,.00020248961,1.2543017,1.9188592,,,.94099998,.954,.005290878,nick
0,1,70,0,5,.70529085,.69999999,2,.0017139197,-.023924623,1.0092256,.71651059,.0020453334,-.024028581,1.0077429,.7110495,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0023645966,.00058547268,.26415533,.083158128,.00066422886,.00025794079,.89515388,.70404744,,,.94499999,.96100003,.005290878,nick
0,1,70,0,6,.70529085,.69999999,2,.0020315635,-.028628405,1.0101397,.71917498,.002391547,-.029034741,1.0087515,.71389025,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0019012936,-.00031428138,.27327323,.10148114,.00067855348,.00031455752,.69574821,.30969438,,,.94400001,.95999998,.005290878,nick
0,1,70,0,7,.70529085,.69999999,2,.0023299132,-.033489633,1.0110027,.72209948,.002707392,-.034203529,1.0096717,.71702325,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0017713252,-.0012733298,.27992985,.12087045,.00068938936,.00036880682,.63277471,1.0534667,,,.94599998,.95499998,.005290878,nick
0,1,70,0,8,.70529085,.69999999,2,.0026168353,-.038553584,1.0118344,.72534949,.003000766,-.039536588,1.0105296,.72048718,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0019335725,-.002136728,.28498393,.1414482,.00069846091,.0004175847,.67848474,1.5106082,,,.94499999,.95200002,.005290878,nick
0,1,70,0,9,.70529085,.69999999,2,.0029061483,-.043842632,1.0126766,.72899359,.0032786131,-.045021184,1.0113463,.72432441,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0023234915,-.0027661033,.28895825,.1633122,.00070651295,.00045928059,.80409247,1.6937518,,,.94499999,.954,.005290878,nick
0,1,70,0,10,.70529085,.69999999,2,.003204362,-.04935522,1.0135486,.73309875,.003546983,-.050629064,1.0121397,.72858071,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0028526671,-.0030392311,.29218051,.18653449,.00071378762,.00049446366,.97633725,1.6293132,,,.94300002,.95300001,.005290878,nick
0,1,70,1,1,.71064597,.69999999,6,.000075110103,-.0054519069,1.0040457,.71286422,.00030346215,-.0050074514,1.0021102,.70191145,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0021937324,.0020458121,.14380077,.016798537,.00042798187,.000090003217,1.5255359,12.178513,-.024506044,73.078369,.949,.86500001,.010645991,nick
0,1,70,1,2,.71064597,.69999999,6,.00052945467,-.010619325,1.005818,.71514863,.00076945126,-.0097367857,1.0038489,.70393008,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.002830103,.0040897736,.19991486,.032886781,.00055191532,.00013793856,1.4156542,12.43592,-.041298114,36.693249,.94199997,.81099999,.010645991,nick
0,1,70,1,3,.71064597,.69999999,6,.0010245657,-.015623933,1.0073421,.71754426,.0012341291,-.014423884,1.0053319,.70610297,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0034531469,.0057708244,.23146287,.049078017,.00060937263,.00018360039,1.4918793,11.758471,-.074848861,22.120441,.93800002,.79100001,.010645991,nick
0,1,70,1,4,.71064597,.69999999,6,.0014582764,-.020689024,1.0086069,.72011822,.0016611218,-.019169111,1.0066152,.7084651,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0027086809,.0075420695,.25110692,.065752372,.0006425053,.000224759,1.0786963,11.470414,-.11480105,10.997796,.94,.77499998,.010645991,nick
0,1,70,1,5,.71064597,.69999999,6,.0018382588,-.025907634,1.0097117,.72284859,.0020453334,-.024028581,1.0077429,.7110495,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0017932265,.0095331026,.26415533,.083158128,.00066320639,.0002631667,.67885303,11.463826,-.15394005,2.02601,.94199997,.75199997,.010645991,nick
0,1,70,1,6,.71064597,.69999999,6,.0021841405,-.031201793,1.0107223,.72599244,.002391547,-.029034741,1.0087515,.71389025,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0011985512,.011428564,.27327323,.10148114,.00067724613,.00029871947,.43859079,11.261762,-.19266708,-5.0350165,.94599998,.73299998,.010645991,nick
0,1,70,1,7,.71064597,.69999999,6,.0025099586,-.036571961,1.0116781,.72957999,.002707392,-.034203529,1.0096717,.71702325,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0009372349,.01322664,.27992985,.12087045,.00068777212,.00033095549,.33481064,10.942824,-.23458871,-10.263186,.94800001,.71899998,.010645991,nick
0,1,70,1,8,.71064597,.69999999,6,.0028246364,-.042094007,1.0126032,.73344374,.003000766,-.039536588,1.0105296,.72048718,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.00096707867,.015133518,.28498393,.1414482,.00069649197,.00036499416,.33934498,10.698982,-.28188974,-12.593985,.94499999,.71399999,.010645991,nick
0,1,70,1,9,.71064597,.69999999,6,.0031412155,-.047756519,1.0135374,.73754859,.0032786131,-.045021184,1.0113463,.72432441,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0012210279,.017109884,.28895825,.1633122,.00070416048,.00039854302,.42256206,10.476795,-.33296466,-13.224503,.94499999,.70599997,.010645991,nick
0,1,70,1,10,.71064597,.69999999,6,.0034656303,-.053366095,1.0144982,.74199045,.003546983,-.050629064,1.0121397,.72858071,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0016123081,.01855883,.29218051,.18653449,.00071104243,.00044160409,.55181915,9.949275,-.38459352,-10.690281,.94599998,.72100002,.010645991,nick
0,1,70,2,1,.70497823,.69999999,10,.000045613309,-.0049222,1.0038401,.70697755,.00030346215,-.0050074514,1.0021102,.70191145,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0023223336,-.00010148955,.14380077,.016798537,.00042832631,.000090402362,1.614966,.60415709,.055953924,73.84594,.949,.95099998,.0049782209,nick
0,1,70,2,2,.70497823,.69999999,10,.00045011306,-.0096454406,1.0054158,.70904684,.00076945126,-.0097367857,1.0038489,.70393008,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0031596464,.000041289153,.19991486,.032886781,.00055269297,.00014889463,1.5804961,.12554939,.099536858,47.550404,.94199997,.94499999,.0049782209,nick
0,1,70,2,3,.70497823,.69999999,10,.00089899561,-.014267266,1.0067893,.71121979,.0012341291,-.014423884,1.0053319,.70610297,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.003974284,-.000020295676,.23146287,.049078017,.00061043835,.00020568927,1.7170287,.041353904,.099903256,36.812695,.93800002,.94599998,.0049782209,nick
0,1,70,2,4,.70497823,.69999999,10,.0012954341,-.018997805,1.0079393,.71355063,.0016611218,-.019169111,1.0066152,.7084651,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0033912179,.000098301316,.25110692,.065752372,.00064386794,.00025875785,1.3505075,.14950231,.09703657,27.788214,.94099998,.94499999,.0049782209,nick
0,1,70,2,5,.70497823,.69999999,10,.0016452506,-.023929451,1.0089542,.71605062,.0020453334,-.024028581,1.0077429,.7110495,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0026116525,.00052171474,.26415533,.083158128,.00066486577,.00031086072,.9886806,.62737674,.095884815,20.516304,.94300002,.958,.0049782209,nick
0,1,70,2,6,.70497823,.69999999,10,.0019684567,-.028997526,1.0098982,.7189194,.002391547,-.029034741,1.0087515,.71389025,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0021335995,.00095799996,.27327323,.10148114,.0006791178,.00036217732,.78075689,.94401777,.083163999,15.138669,.94400001,.96100003,.0049782209,nick
0,1,70,2,7,.70497823,.69999999,10,.0022722497,-.03417664,1.0107861,.72230965,.002707392,-.034203529,1.0096717,.71702325,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0019833823,.0013454491,.27992985,.12087045,.00068987429,.00041171882,.70852834,1.1131333,.070345856,11.63536,.94800001,.96499997,.0049782209,nick
0,1,70,2,8,.70497823,.69999999,10,.0025652691,-.039542232,1.0116426,.72600818,.003000766,-.039536588,1.0105296,.72048718,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0021205384,.0018699457,.28498393,.1414482,.00069884543,.00046406616,.7440905,1.3220003,.055060074,11.131025,.94800001,.963,.0049782209,nick
0,1,70,2,9,.70497823,.69999999,10,.0028639664,-.045116723,1.0125209,.72986931,.0032786131,-.045021184,1.0113463,.72432441,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0024731846,.0025518355,.28895825,.1633122,.00070675969,.00051741552,.85589683,1.5625505,.034922458,12.657818,.94700003,.96100003,.0049782209,nick
0,1,70,2,10,.70497823,.69999999,10,.0031724859,-.050707135,1.0134317,.73405713,.003546983,-.050629064,1.0121397,.72858071,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0029587881,.0028333734,.29218051,.18653449,.00071392109,.00057646085,1.0126576,1.5189542,.01869778,16.583057,.94599998,.95700002,.0049782209,nick
0,1,70,3,1,.70373267,.69999999,14,-.000076831966,-.0052206554,1.0032151,.70590544,.00030346215,-.0050074514,1.0021102,.70191145,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0024098412,.00082767743,.14380077,.016798537,.00047735314,.00018492907,1.6758195,4.9270802,1.9556092,225.15698,.94856459,.95215309,.0037326871,nick
0,1,70,3,2,.70373267,.69999999,14,.0003180659,-.010120285,1.0049429,.70808727,.00076945126,-.0097367857,1.0038489,.70393008,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0030519234,.0015351936,.19991486,.032886781,.00061590452,.00026296813,1.5266116,4.6681175,1.991663,138.26901,.93779904,.958134,.0037326871,nick
0,1,70,3,3,.70373267,.69999999,14,.00076164171,-.01468723,1.0063887,.71053487,.0012341291,-.014423884,1.0053319,.70610297,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0038172607,.0013024984,.23146287,.049078017,.0006799699,.00031851541,1.6491894,2.6539345,1.9494029,93.708344,.93660289,.958134,.0037326871,nick
0,1,70,3,4,.70373267,.69999999,14,.0011571023,-.019487808,1.0075883,.71273988,.0016611218,-.019169111,1.0066152,.7084651,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0032071155,.0016134409,.25110692,.065752372,.00071736408,.00036573678,1.2771913,2.453814,1.9687716,65.14637,.93779904,.958134,.0037326871,nick
0,1,70,3,5,.70373267,.69999999,14,.0015046701,-.024380622,1.0086219,.71524936,.0020453334,-.024028581,1.0077429,.7110495,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0023997077,.0018648243,.26415533,.083158128,.00074047799,.00041811389,.90844566,2.2425039,1.9289467,48.210075,.94138753,.95574164,.0037326871,nick
0,1,70,3,6,.70373267,.69999999,14,.0018207008,-.029320624,1.0095599,.71810395,.002391547,-.029034741,1.0087515,.71389025,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0019269094,.0018414776,.27327323,.10148114,.00075652928,.00046486378,.70512193,1.8146007,1.9400371,35.122852,.94258374,.958134,.0037326871,nick
0,1,70,3,7,.70373267,.69999999,14,.0021224716,-.034465156,1.0104567,.72099626,.002707392,-.034203529,1.0096717,.71702325,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0018097413,.0018468009,.27992985,.12087045,.00076875644,.0004962149,.64649814,1.5279177,1.9594198,23.019516,.94258374,.95933014,.0037326871,nick
0,1,70,3,8,.70373267,.69999999,14,.0024185821,-.039777562,1.0113364,.72449368,.003000766,-.039536588,1.0105296,.72048718,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,836,1000,10,.0019686457,.0019709498,.28498393,.1414482,.00077884801,.00052985962,.69079179,1.3934075,1.9562312,16.016403,.94258374,.95933014,.0037326871,nick
