id,year,CIF1_diff_at,CIF2_diff_at,CIF1_ratio_at,CIF2_ratio_at,CIF1_diff_true_at,CIF2_diff_true_at,CIF1_ratio_true_at,CIF2_ratio_true_at,hr_gender_true_at,givenage,scenario,model,independence,prop_sex_other,base_function,model_lab,obs,convergence_t1t1,convergence_t1t2,sdage,CIF1_at,CIF2_at,bias_CIF1_at,bias_CIF2_at,CIF1_true_at,CIF2_true_at,MCer_CIF1_at,MCer_CIF2_at,rb_MCer_CIF1_at,rb_MCer_CIF2_at,rel_bias_CIF1_at,rel_bias_CIF2_at,Rel_prec_CIF1_at,Rel_prec_CIF2_at,Coverage_CIF1_at,Coverage_CIF2_at,hr_gender_at,bias_hr_gender_at,female,mean_bias_CIF1_at,mean_bias_CIF2_at
33,1,.00031934999,-.0030109468,1.0053397,.70378244,.00019533932,-.0031056195,1.001317,.70118088,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.15064439,.007086589,.0021344195,-.00020076658,.14850998,.0072873556,.0004610419,.000045236629,.31044507,.62075508,1.4372231,-2.7549989,,,.949,.93599999,.70270145,.0027014408,1,.0023334478,.0011125533
33,2,.00064559845,-.0058172354,1.0061554,.70494401,.00048948824,-.0059230179,1.002371,.70236665,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.20986234,.013768088,.0029208667,-.00020927949,.20694147,.013977367,.00059579022,.000084753454,.28790277,.6063621,1.4114457,-1.4972739,,,.94700003,.93699998,.70270145,.0027014408,1,.0023334478,.0011125533
33,3,.00095143978,-.0085556349,1.0068884,.70616978,.00077699125,-.0086128153,1.0032459,.7035796,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.24383295,.020368584,.0036806266,-.000074682423,.24015231,.020443266,.0006624891,.00012075682,.27586204,.5906924,1.5326217,-.36531553,,,.94,.94,.70270145,.0027014408,1,.0023334478,.0011125533
33,4,.0012130897,-.011287154,1.007522,.70746517,.0010361671,-.011243822,1.0039842,.70483267,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.26411828,.027039072,.0030142188,.00018984883,.26110408,.026849223,.00070115336,.00015415181,.26853406,.57413882,1.1544127,.7070924,,,.94800001,.94099998,.70270145,.0027014408,1,.0023334478,.0011125533
33,5,.0014389018,-.014045665,1.0080774,.70883548,.0012651086,-.013856828,1.0046177,.70613652,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.27740085,.033869389,.0021661024,.00057225669,.27523476,.033297133,.00072547421,.00018533898,.26358378,.55662149,.78700179,1.7186365,,,.94700003,.94,.70270145,.0027014408,1,.0023334478,.0011125533
33,6,.0016398885,-.016848326,1.0085777,.71028668,.0014679432,-.016480114,1.0051721,.70750105,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.28692129,.040912051,.0016379768,.0010496882,.28528333,.039862361,.00074217864,.0002144529,.26015493,.53798348,.57415795,2.6332817,,,.94400001,.93300003,.70270145,.0027014408,1,.0023334478,.0011125533
33,7,.0018271308,-.019704174,1.0090514,.7118246,.0016501248,-.019135632,1.0056683,.70893687,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.29423478,.048202287,.0014672079,.0015940021,.29276758,.046608284,.00075491989,.00024151651,.25785637,.51818365,.50115108,3.4199975,,,.94300002,.93000001,.70270145,.0027014408,1,.0023334478,.0011125533
33,8,.0020092772,-.022617867,1.0095193,.71345407,.0018169582,-.02184188,1.0061226,.71045548,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.30020487,.055766523,.0016238752,.0021730906,.298581,.053593431,.00076566299,.00026650386,.2564339,.49726963,.54386425,4.0547705,,,.94599998,.92799997,.70270145,.0027014408,1,.0023334478,.0011125533
33,9,.0021889652,-.025590958,1.0099845,.71517944,.001973182,-.024615359,1.0065489,.71206993,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.30531746,.063625209,.0020450877,.0027498207,.30327237,.06087539,.00077534135,.00028936824,.25565842,.47534519,.67434031,4.5171304,,,.94700003,.92400002,.70270145,.0027014408,1,.0023334478,.0011125533
33,10,.0023720886,-.028622307,1.0104623,.71700686,.0021227002,-.027471207,1.0069581,.71379483,.69999999,60,1,0,1,PH_sex_other,Weibull,Attained,2000,1000,1000,10,.30983359,.071794659,.0026440972,.0032815537,.30718949,.068513103,.00078432297,.0003100886,.25532219,.4525975,.86073816,4.7896733,,,.94499999,.92299998,.70270145,.0027014408,1,.0023334478,.0011125533
37,1,.00025305239,-.0019756113,1.0048949,.70940584,.00019533932,-.0031056195,1.001317,.70118088,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.15079243,.0047715022,.0022824581,-.0025158536,.14850998,.0072873556,.0004613988,.000028338996,.31068537,.388879,1.5369055,-34.523544,-.15463538,154.8071,.949,.32600001,.70870697,.0087070111,1,.0032339953,-.0083120055
37,2,.00048227885,-.003893191,1.005366,.71019173,.00048948824,-.0059230179,1.002371,.70236665,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.21023013,.009441372,.0032886534,-.0045359959,.20694147,.013977367,.00059654511,.000048313075,.28826755,.34565219,1.5891708,-32.452431,-.25291035,207.74106,.94599998,.25999999,.70870697,.0087070111,1,.0032339953,-.0083120055
37,3,.00069318258,-.0057986085,1.005811,.71105725,.00077699125,-.0086128153,1.0032459,.7035796,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.24441294,.014119136,.0042606285,-.0063241301,.24015231,.020443266,.00066349067,.00006823615,.27627912,.333783,1.7741359,-30.935026,-.30168647,213.18021,.93900001,.25999999,.70870697,.0087070111,1,.0032339953,-.0083120055
37,4,.0008753289,-.00778767,1.0062176,.71197116,.0010361671,-.011243822,1.0039842,.70483267,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.26487741,.019045334,.0037733172,-.007803889,.26110408,.026849223,.0007023433,.000088300156,.2689898,.32887414,1.4451392,-29.065605,-.33856457,204.77148,.94300002,.29100001,.70870697,.0087070111,1,.0032339953,-.0083120055
37,5,.0010355664,-.0099017425,1.0065911,.71307164,.0012651086,-.013856828,1.0046177,.70613652,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.27830863,.024346538,.003073883,-.0089505948,.27523476,.033297133,.00072676444,.00010909903,.26405257,.32765293,1.1168222,-26.880978,-.35474199,188.59697,.94499999,.34099999,.70870697,.0087070111,1,.0032339953,-.0083120055
37,6,.0011810719,-.012137154,1.0069399,.71425396,.0014679432,-.016480114,1.0051721,.70750105,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.28795859,.030015552,.0026752534,-.0098468075,.28528333,.039862361,.00074352568,.00013118974,.26062709,.32910681,.9377532,-24.702019,-.3620142,167.21701,.94599998,.41100001,.70870697,.0087070111,1,.0032339953,-.0083120055
37,7,.0013195766,-.014513523,1.0072815,.71547687,.0016501248,-.019135632,1.0056683,.70893687,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.29538718,.036102761,.0026195839,-.010505523,.29276758,.046608284,.0007563603,.00015464108,.25834838,.33178884,.89476568,-22.540033,-.38051122,143.91801,.94700003,.46700001,.70870697,.0087070111,1,.0032339953,-.0083120055
37,8,.0014574229,-.017069077,1.00763,.71678358,.0018169582,-.02184188,1.0061226,.71045548,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.30146158,.042727865,.0028805593,-.010865566,.298581,.053593431,.00076721131,.0001794736,.25695249,.33487985,.96474969,-20.274063,-.40322208,120.49861,.94599998,.542,.70870697,.0087070111,1,.0032339953,-.0083120055
37,9,.0015958619,-.019805927,1.0079844,.71830231,.001973182,-.024615359,1.0065489,.71206993,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.30667052,.049949076,.0033981625,-.010926315,.30327237,.06087539,.00077699951,.00020434819,.2562052,.33568278,1.1204985,-17.948656,-.42635626,100.52112,.94199997,.602,.70870697,.0087070111,1,.0032339953,-.0083120055
37,10,.0017409432,-.022678155,1.0083615,.71998894,.0021227002,-.027471207,1.0069581,.71379483,.69999999,60,1,1,1,PH_sex_other,Weibull,Linear,2000,1000,100,10,.31127694,.057667717,.0040874537,-.010845385,.30718949,.068513103,.00078610273,.00023106037,.25590158,.3372499,1.3305968,-15.82965,-.45228866,80.102875,.94099998,.68400002,.70870697,.0087070111,1,.0032339953,-.0083120055
41,1,.00027363954,-.0023196342,1.0050318,.70567232,.00019533932,-.0031056195,1.001317,.70118088,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.15074888,.0055038268,.0022388978,-.0017835287,.14850998,.0072873556,.00046131035,.000037675349,.31062582,.5169962,1.507574,-24.474293,-.11634586,44.167004,.949,.69400001,.70485008,.0048500882,1,.0028904793,-.0033392785
41,2,.00053693523,-.0045830198,1.0056276,.70659697,.00048948824,-.0059230179,1.002371,.70236665,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.210113,.010925909,.0031715331,-.0030514586,.20694147,.013977367,.00059626735,.000067090674,.28813332,.47999507,1.5325749,-21.831427,-.15995778,59.584431,.94700003,.73799998,.70485008,.0048500882,1,.0028904793,-.0033392785
41,3,.00078368903,-.0068384288,1.0061851,.70761895,.00077699125,-.0086128153,1.0032459,.7035796,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.24422055,.016382352,.0040682419,-.0040609147,.24015231,.020443266,.00066301634,.000096611868,.27608159,.47258529,1.6940256,-19.864315,-.15897867,56.229259,.94099998,.77200001,.70485008,.0048500882,1,.0028904793,-.0033392785
41,4,.00099923136,-.0092006428,1.0066911,.70871294,.0010361671,-.011243822,1.0039842,.70483267,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.26461869,.022159429,.003514624,-.0046897931,.26110408,.026849223,.00070172484,.00012719148,.26875293,.47372499,1.3460624,-17.467146,-.16281283,46.886269,.94499999,.80900002,.70485008,.0048500882,1,.0028904793,-.0033392785
41,5,.0011870038,-.011721697,1.0071427,.70998859,.0012651086,-.013856828,1.0046177,.70613652,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.27798638,.028409876,.0027516189,-.0048872577,.27523476,.033297133,.00072603155,.00015973224,.26378629,.4797177,.99973524,-14.677713,-.15346628,34.63203,.94499999,.852,.70485008,.0048500882,1,.0028904793,-.0033392785
41,6,.0013570206,-.01438979,1.0075612,.71141803,.0014679432,-.016480114,1.0051721,.70750105,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.28757462,.035123069,.0022912819,-.004739292,.28528333,.039862361,.00074270781,.00019457279,.26034042,.48811153,.80316013,-11.88914,-.14245152,21.478579,.94400001,.889,.70485008,.0048500882,1,.0028904793,-.0033392785
41,7,.0015208513,-.017222552,1.0079759,.71292728,.0016501248,-.019135632,1.0056683,.70893687,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.29494682,.042348653,.0021792324,-.0042596324,.29276758,.046608284,.00075547997,.00023140637,.2580477,.49649194,.74435574,-9.1392174,-.14822228,8.9288778,.94499999,.90899998,.70485008,.0048500882,1,.0028904793,-.0033392785
41,8,.0016834569,-.020266125,1.0083957,.71452057,.0018169582,-.02184188,1.0061226,.71045548,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.3009648,.050223004,.0023838067,-.0033704282,.298581,.053593431,.00076627167,.00027043439,.25663778,.50460362,.79837859,-6.2888832,-.15880549,-2.8857071,.94499999,.92699999,.70485008,.0048500882,1,.0028904793,-.0033392785
41,9,.0018478464,-.023518078,1.0088253,.7163744,.001973182,-.024615359,1.0065489,.71206993,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.30611312,.058820028,.002840769,-.0020553626,.30327237,.06087539,.00077598915,.00031100714,.25587201,.51089144,.93670553,-3.376344,-.16688059,-13.431278,.94599998,.94,.70485008,.0048500882,1,.0028904793,-.0033392785
41,10,.0020198724,-.026919819,1.0092806,.71842873,.0021227002,-.027471207,1.0069581,.71379483,.69999999,60,1,2,1,PH_sex_other,Weibull,Splines,2000,1000,1000,10,.31065428,.068017982,.0034647861,-.00049511762,.30718949,.068513103,.00078500609,.00035461411,.25554457,.51758581,1.1278987,-.7226612,-.1739732,-23.535549,.94499999,.94300002,.70485008,.0048500882,1,.0028904793,-.0033392785
45,1,.00038762472,-.0029787496,1.0057441,.70587319,.00019533932,-.0031056195,1.001317,.70118088,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.15065093,.0070770383,.0021409532,-.0002103174,.14850998,.0072873556,.00050485769,.00010906547,.33994868,1.4966398,1.4416224,-2.8860593,.35564196,-79.298355,.94945848,.93862814,.70484501,.0048450246,1,.0020547814,-.00043143349
45,2,.00073626364,-.0058391276,1.0065466,.70705026,.00048948824,-.0059230179,1.002371,.70236665,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.20976521,.013932722,.0028237356,-.000044645316,.20694147,.013977367,.00065154879,.00015594022,.3148469,1.1156622,1.3645092,-.31941149,.62175345,-64.453438,.94705176,.94945848,.70484501,.0048450246,1,.0020547814,-.00043143349
45,3,.0010558437,-.0084253987,1.0072877,.70827603,.00077699125,-.0086128153,1.0032459,.7035796,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.24355856,.020204613,.0034062371,-.00023865266,.24015231,.020443266,.00072353933,.00018628968,.30128351,.91125202,1.4183652,-1.1673901,.8863005,-49.435619,.94584835,.95427197,.70484501,.0048450246,1,.0020547814,-.00043143349
45,4,.0013170735,-.011015985,1.0078974,.70948499,.0010361671,-.011243822,1.0039842,.70483267,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.26374897,.026567813,.0026448925,-.00028140997,.26110408,.026849223,.00076489133,.00021462701,.292945,.79937887,1.0129648,-1.0481122,1.1173198,-37.923462,.94825512,.95908546,.70484501,.0048450246,1,.0020547814,-.00043143349
45,5,.0015405682,-.013574479,1.00843,.71061993,.0012651086,-.013856828,1.0046177,.70613652,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.2769804,.032953382,.0017456349,-.00034374991,.27523476,.033297133,.00079083123,.00024573854,.2873297,.73801714,.63423491,-1.0323709,1.2687162,-31.548027,.94825512,.95908546,.70484501,.0048450246,1,.0020547814,-.00043143349
45,6,.0017329871,-.016109735,1.0088937,.7118994,.0014679432,-.016480114,1.0051721,.70750105,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.28650215,.03937877,.0012188323,-.00048359137,.28528333,.039862361,.00080872996,.00027627934,.28348309,.69308329,.42723572,-1.2131529,1.3465058,-27.495329,.94584835,.95547533,.70484501,.0048450246,1,.0020547814,-.00043143349
45,7,.0019102372,-.01866197,1.009329,.71345598,.0016501248,-.019135632,1.0056683,.70893687,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.29386926,.045976467,.0011016708,-.00063181552,.29276758,.046608284,.0008224902,.00030209005,.28093624,.64814669,.37629536,-1.3555863,1.3769532,-23.083445,.94584835,.95667869,.70484501,.0048450246,1,.0020547814,-.00043143349
45,8,.0020826743,-.021290228,1.0097606,.71495491,.0018169582,-.02184188,1.0061226,.71045548,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.2998929,.052856762,.001311889,-.00073666929,.298581,.053593431,.00083414116,.00032412491,.27936846,.60478479,.43937457,-1.3745514,1.3900033,-18.645584,.94584835,.95547533,.70484501,.0048450246,1,.0020547814,-.00043143349
45,9,.0022536537,-.024046913,1.0101943,.7164818,.001973182,-.024615359,1.0065489,.71206993,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.30503681,.060176071,.0017644584,-.00069931982,.30327237,.06087539,.00084464531,.00034964349,.27851048,.57435936,.58180654,-1.1487726,1.3995694,-17.576744,.94464499,.94945848,.70484501,.0048450246,1,.0020547814,-.00043143349
45,10,.0024265216,-.026886236,1.0106369,.71815014,.0021227002,-.027471207,1.0069581,.71379483,.69999999,60,1,3,1,PH_sex_other,Weibull,Splines/Int,2000,831,1000,10,.30957901,.067868941,.0023895099,-.00064416381,.30718949,.068513103,.00085441349,.00038635428,.27813891,.56391299,.77786189,-.94020534,1.4034283,-22.482622,.94464499,.94223827,.70484501,.0048450246,1,.0020547814,-.00043143349
97,1,.00021784751,-.0022256894,1.0048605,.70149314,.00014336407,-.0023383857,1.0009655,.70088887,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.15065961,.0051844181,.0020275956,-.00029497762,.148632,.0054793959,.00046231301,.000036967416,.31104541,.67466229,1.3641715,-5.3833966,,,.94800001,.96200001,.70068192,.00068194093,1,.0022989975,-.00095182314
97,2,.00045584209,-.0045495303,1.0054374,.7024731,.00037300587,-.0047580302,1.0018033,.70190465,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.21026523,.010647058,.0030488891,-.00055634987,.20721635,.011203408,.00059726508,.000070869428,.28823259,.63257027,1.4713554,-4.9658985,,,.94499999,.96200001,.70068192,.00068194093,1,.0022989975,-.00095182314
97,3,.00069534819,-.0070755673,1.0060235,.7036202,.00061278045,-.0073679257,1.0025541,.70307904,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.24421456,.016650159,.0036729884,-.00079634885,.24054158,.017446509,.00066327379,.0001032767,.27574185,.59196198,1.5269661,-4.564517,,,.94,.95499998,.70068192,.00068194093,1,.0022989975,-.00095182314
97,4,.00091254787,-.0098672491,1.0065676,.70495832,.00084340572,-.010224234,1.0032349,.7044397,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.26438686,.02337035,.0028242096,-.00099813368,.26156265,.024368484,.0007011657,.00013493563,.26806799,.55373007,1.0797451,-4.0960026,,,.94300002,.95200002,.70068192,.00068194093,1,.0022989975,-.00095182314
97,5,.0011128717,-.012970501,1.0070802,.70651418,.0010603368,-.013365705,1.0038605,.70601428,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.27767727,.030953601,.0019543066,-.0011444793,.27572295,.032098081,.00072494638,.00016634016,.26292565,.51822466,.70879358,-3.5655692,,,.94999999,.94999999,.70068192,.00068194093,1,.0022989975,-.00095182314
97,6,.0013034391,-.016415788,1.0075805,.7083208,.0012644231,-.016820326,1.0044444,.70783144,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.28723842,.039522775,.0014700528,-.0012275234,.28576836,.040750299,.00074110442,.00019787841,.25933746,.48558763,.51442111,-3.0123053,,,.949,.954,.70068192,.00068194093,1,.0022989975,-.00095182314
97,7,.0014939869,-.020221783,1.0080923,.71040988,.0014584661,-.020606801,1.0049988,.70992148,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.29460174,.049187366,.0013794709,-.0012445245,.29322228,.050431892,.00075340585,.00022990983,.25694019,.45588183,.47045228,-2.4677331,,,.94700003,.949,.70068192,.00068194093,1,.0022989975,-.00095182314
97,8,.0016885041,-.024395177,1.0086215,.71281141,.0016459227,-.024734139,1.0055356,.7123161,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.3006151,.060044531,.0016331382,-.0011981179,.29898196,.061242647,.00076389068,.00026270343,.25549725,.42895505,.546233,-1.9563457,,,.94599998,.94499999,.70068192,.00068194093,1,.0022989975,-.00095182314
97,9,.0018928391,-.028928816,1.0091829,.71555752,.001830399,-.029200375,1.0060656,.71504867,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.30574739,.072176844,.0021492182,-.0010977467,.30359817,.07327459,.00077343988,.00029629449,.25475776,.40436184,.70791543,-1.4981272,,,.94599998,.94599998,.70068192,.00068194093,1,.0022989975,-.00095182314
97,10,.0021097944,-.0338002,1.0097836,.71868074,.002015084,-.033990823,1.0065981,.71815413,.69999999,60,2,0,1,PH_sex_other,Polynomial,Attained,2000,1000,1000,10,.31024942,.085649908,.0028301047,-.00096002972,.3074193,.086609937,.00078228943,.00033034731,.25446984,.38141966,.92060083,-1.1084522,,,.94599998,.94700003,.70068192,.00068194093,1,.0022989975,-.00095182314
101,1,.00030559549,-.0036865466,1.0054473,.6982978,.00014336407,-.0023383857,1.0009655,.70088887,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.15046377,.0084668538,.0018317756,.0029874581,.148632,.0054793959,.00046167898,.000037705518,.31061882,.68813282,1.2324234,54.521671,.27485362,-3.8767693,.949,.169,.69694173,-.003058227,1,.0010755133,.011023439
101,2,.00068351458,-.0072600162,1.0065341,.69980651,.00037300587,-.0047580302,1.0018033,.70190465,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.20975243,.016798686,.0025360743,.0055952785,.20721635,.011203408,.00059570419,.00006329747,.28747934,.56498402,1.2238774,49.942646,.52473301,25.356018,.94499999,.115,.69694173,-.003058227,1,.0010755133,.011023439
101,3,.0010523859,-.010804282,1.0075107,.70141476,.00061278045,-.0073679257,1.0025541,.70307904,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.24340546,.025191061,.0028638882,.0077445526,.24054158,.017446509,.00066087925,.000089252149,.27474636,.511576,1.1906,44.39027,.72597516,33.895924,.94300002,.134,.69694173,-.003058227,1,.0010755133,.011023439
101,4,.0013743911,-.014496854,1.0083514,.70316905,.00084340572,-.010224234,1.0032349,.7044397,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.26333725,.034077018,.0017745955,.0097085359,.26156265,.024368484,.00069807936,.00011543561,.26688802,.47370863,.67845911,39.840542,.88619846,36.638683,.949,.16599999,.69694173,-.003058227,1,.0010755133,.011023439
101,5,.0016603402,-.018366702,1.009101,.70515782,.0010603368,-.013365705,1.0038605,.70601428,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.27642909,.043578453,.00070614059,.011480373,.27572295,.032098081,.00072129408,.00014353005,.26160103,.44716084,.25610512,35.766541,1.0152687,34.310085,.95300001,.20200001,.69694173,-.003058227,1,.0010755133,.011023439
101,6,.0019229645,-.022395929,1.0097989,.70726895,.0012644231,-.016820326,1.0044444,.70783144,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.28582096,.053678706,.000052593441,.012928407,.28576836,.040750299,.00073698012,.00017134362,.25789425,.42047206,.018404221,31.72592,1.1223645,33.370857,.95300001,.243,.69694173,-.003058227,1,.0010755133,.011023439
101,7,.0021745665,-.026608776,1.0104761,.70964026,.0014584661,-.020606801,1.0049988,.70992148,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.2930364,.064507499,-.0001858636,.014075605,.29322228,.050431892,.00074885238,.00019985159,.25538728,.39628017,-.063386589,27.910128,1.2198113,32.342655,.95099998,.31900001,.69694173,-.003058227,1,.0010755133,.011023439
101,8,.0024226599,-.031024788,1.01115,.71234685,.0016459227,-.024734139,1.0055356,.7123161,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.2989181,.07619787,-.000063856409,.014955222,.29898196,.061242647,.00075892761,.00022885873,.25383726,.37369174,-.021357946,24.419619,1.3121941,31.763926,.94999999,.40200001,.69694173,-.003058227,1,.0010755133,.011023439
101,9,.0026744851,-.03562532,1.0118389,.71526402,.001830399,-.029200375,1.0060656,.71504867,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.30393121,.08873906,.00033303423,.015464471,.30359817,.07327459,.00076806295,.00025746631,.2529867,.35137188,.10969573,21.10482,1.4050217,32.436089,.94999999,.48699999,.69694173,-.003058227,1,.0010755133,.011023439
101,10,.0029339881,-.040290385,1.012553,.71838969,.002015084,-.033990823,1.0065981,.71815413,.69999999,60,2,1,1,PH_sex_other,Polynomial,Linear,2000,1000,100,10,.30832607,.10190441,.0009067512,.015294481,.3074193,.086609937,.00077649852,.00028957427,.25258613,.33434302,.29495585,17.659037,1.4970922,30.143236,.94800001,.588,.69694173,-.003058227,1,.0010755133,.011023439
105,1,.00026744916,-.003035085,1.0051876,.69929159,.00014336407,-.0023383857,1.0009655,.70088887,.69999999,60,2,2,1,PH_sex_other,Polynomial,Splines,2000,1000,1000,10,.15055151,.0070064752,.0019195068,.0015270796,.148632,.0054793959,.00046203204,.000038680049,.31085634,.70591813,1.2914492,27.869488,.12166744,-8.6593237,.949,.70999998,.69818026,-.0018197095,1,.0017329198,.002123018
105,2,.0005821886,-.0059781442,1.0060375,.70053172,.00037300587,-.0047580302,1.0018033,.70190465,.69999999,60,2,2,1,PH_sex_other,Polynomial,Splines,2000,1000,1000,10,.20998579,.013888158,.0027694423,.0026847497,.20721635,.011203408,.00059654686,.000069734735,.28788599,.62244213,1.3364979,23.963686,.24094203,3.2807858,.94400001,.73100001,.69818026,-.0018197095,1,.0017329198,.002123018
105,3,.00088776666,-.0089019714,1.0068126,.70185202,.00061278045,-.0073679257,1.0025541,.70307904,.69999999,60,2,2,1,PH_sex_other,Polynomial,Splines,2000,1000,1000,10,.24378498,.02081305,.003243397,.0033665416,.24054158,.017446509,.00066218054,.00010151908,.27528736,.58188766,1.3483727,19.296362,.33048135,3.4926252,.94199997,.79500002,.69818026,-.0018197095,1,.0017329198,.002123018
105,4,.0011539228,-.011955745,1.0074847,.70328307,.00084340572,-.010224234,1.0032349,.7044397,.69999999,60,2,2,1,PH_sex_other,Polynomial,Splines,2000,1000,1000,10,.26384553,.028141543,.0022828798,.0037730595,.26156265,.024368484,.00069974124,.00013489655,.26752338,.55356973,.87278515,15.483357,.40755415,.05794226,.94400001,.84500003,.69818026,-.0018197095,1,.0017329198,.002123018
105,5,.0013929105,-.015168,1.0080962,.70489192,.0010603368,-.013365705,1.0038605,.70601428,.69999999,60,2,2,1,PH_sex_other,Polynomial,Splines,2000,1000,1000,10,.27705398,.035978157,.0013310259,.0038800777,.27572295,.032098081,.00072330749,.0001708356,.26233125,.53222996,.48274034,12.088192,.45367777,-5.1936235,.95099998,.88,.69818026,-.0018197095,1,.0017329198,.002123018
105,6,.0016113211,-.018528912,1.0086629,.70658046,.0012644231,-.016820326,1.0044444,.70783144,.69999999,60,2,2,1,PH_sex_other,Polynomial,Splines,2000,1000,1000,10,.2865546,.044311892,.00078625575,.0035615938,.28576836,.040750299,.00073931622,.00020744413,.25871173,.50906163,.27513742,8.7400436,.48431903,-9.0098133,.95099998,.90600002,.69818026,-.0018197095,1,.0017329198,.002123018
105,7,.0018195814,-.022060687,1.0092106,.70853788,.0014584661,-.020606801,1.0049988,.70992148,.69999999,60,2,2,1,PH_sex_other,Polynomial,Splines,2000,1000,1000,10,.29387608,.053260714,.00065379177,.0028288227,.29322228,.050431892,.0007514942,.00024560621,.25628823,.48700571,.22296797,5.6091943,.50941068,-12.373302,.94999999,.92699999,.69818026,-.0018197095,1,.0017329198,.002123018
